,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Row39,4.3184e-05,24922.0,873.2,13.949000000000002,0.035488,0.98506,1.0622,4.251e-05,4.5991999999999996e-05,24573.0,26376.0,239.85,396.8,0.54752,1360200000.0,6317600.0,15.811,0.00057425,-0.00057402,0.12835,0.0022624000000000003,24714.0,312.1,98767.0,-0.007866,396.8,-0.027971,0.021499,0.025852999999999998,0.94363,0.99406,0.0010688,4.6814e-08,2.5094000000000003e-11,1.9102e-07,9.6814e-24,-2.0763e-17,1.3958e-23,1.0
Row40,5.4797e-05,20577.0,396.54,6.2981,0.016288999999999998,0.9809100000000001,1.0817,5.3879e-05,5.8708999999999996e-05,20110.0,22568.0,361.11,614.74,0.54032,902860000.0,4701200.0,18.777,0.00089881,-0.0008982999999999999,0.12322999999999999,0.0037688,20828.0,283.43,82397.0,-0.007711399999999999,614.74,-0.024571,0.044701,0.036647000000000006,0.9346200000000001,0.9910100000000001,0.0012064,1.3197e-07,1.5669999999999999e-10,1.968e-07,-2.9758000000000003e-21,-1.3758000000000001e-14,1.2214e-21,1.0
Row41,6.7066e-05,16434.0,438.76,8.1301,0.017715,0.9875799999999999,1.0497,6.6283e-05,7.0195e-05,16225.0,17272.0,128.92,505.92,0.33762,607480000.0,3422200.0,17.605999999999998,0.00095293,-0.00095232,0.11762,0.0034823000000000002,16385.0,253.03,65053.0,-0.009844499999999999,505.92,-0.026010000000000002,0.034434,0.035209,0.9379700000000001,0.9924799999999999,0.0013800000000000002,2.0157e-07,1.3245e-10,3.6306999999999993e-07,3.2291e-21,5.5199e-14,8.1441e-21,1.0
Row42,6.858399999999999e-05,16096.0,476.34,8.6734,0.019316,0.9859,1.0586,6.7653e-05,7.25e-05,15869.0,17032.0,153.56,431.95,0.41557,567400000.0,3274900.0,16.405,0.00083886,-0.0008384,0.12593,0.0031796999999999997,16028.0,250.38,63742.0,-0.0090357,431.95,-0.027228,0.030518,0.032583,0.94175,0.99354,0.0014344000000000002,2.7149999999999996e-07,1.5886e-10,3.2585e-07,8.041600000000001e-20,1.5521e-13,-3.0668000000000004e-21,1.0
Row43,2.8076e-05,37923.0,203.86,3.5349,0.0081738,0.9900700000000001,1.0397,2.782e-05,2.9103000000000002e-05,37524.0,39516.0,115.43,850.2,0.21361,3547600000.0,12680000.0,22.99,0.0015554,-0.0015539999999999998,0.09896,0.0052151,38040.0,387.23,151270.0,-0.0089652,850.2,-0.020485,0.074988,0.050187,0.92119,0.98751,0.00084733,1.5147999999999998e-08,2.8171e-12,1.4991e-07,-4.0906000000000005e-22,3.7315e-15,1.6684e-22,3.0
Row44,2.8647e-05,37597.0,237.17,4.2649,0.009570299999999999,0.9877,1.0492,2.8294e-05,3.0061999999999998e-05,37141.0,39422.0,129.38,927.41,0.21833000000000002,3450400000.0,12459000.0,24.372,0.0013954,-0.0013943,0.09539500000000001,0.0033003,37622.0,384.6,149370.0,-0.0088822,927.41,-0.019583,0.059937,0.046187,0.9167299999999999,0.98644,0.00087071,2.7938000000000002e-08,2.2808e-12,1.3111e-07,3.1357e-22,5.4916e-15,1.3324000000000002e-22,3.0
Row45,2.9398000000000002e-05,37024.0,226.59,3.9608,0.0090625,0.9909,1.0413,2.9105e-05,3.071e-05,36710.0,38447.0,251.48,904.55,0.35762,3170800000.0,11807000.0,23.938000000000002,0.0015006,-0.0014993,0.09487999999999999,0.0046784,36641.0,380.17,146440.0,-0.008136,904.55,-0.019554,0.072099,0.049102,0.9181600000000001,0.9867299999999999,0.00091494,5.0083e-08,2.5181999999999998e-11,1.8555e-07,1.3794e-21,2.5889999999999997e-14,1.885e-21,3.0
Row46,3.2612e-05,33589.0,630.68,9.3044,0.027108999999999998,0.9604600000000001,2.0197,3.1695999999999996e-05,4.944e-05,31601.0,97963.0,1032.0,358.79,0.85236,2492400000.0,10312000.0,13.13,0.010873,-0.01038,0.23455,0.10167000000000001,36902.0,378.74,147940.0,-0.014886000000000002,358.79,-0.039864,0.35516,0.13885999999999998,0.95345,0.99471,0.00088449,1.0933e-07,2.1509e-11,2.5296e-07,3.6178000000000007e-23,1.5135e-14,4.478100000000001e-22,3.0
Row47,3.0068e-05,37043.0,925.4,10.363,0.03835,0.9776600000000001,1.095,2.9417e-05,3.2809000000000004e-05,36180.0,40749.0,785.63,316.4,0.83249,2656300000.0,10840000.0,13.665,0.00048921,-0.00048903,0.15334,0.0023261999999999996,37439.0,381.69,149150.0,-0.0048893,316.4,-0.032414,0.035302999999999994,0.027387,0.95094,0.99526,0.00085377,4.0585e-08,5.6019e-12,1.2203e-07,7.2498e-23,2.611e-15,3.0679e-23,3.0
Row48,3.7935e-05,30039.0,854.32,10.152999999999999,0.035068,0.98125,1.08,3.7186999999999995e-05,4.1123e-05,29505.0,32306.0,821.02,246.96,0.8695,1664300000.0,7700900.0,12.332,0.00053187,-0.00053169,0.15579,0.0017099,30135.0,341.39,120080.0,-0.0053415,246.96,-0.035503,0.03517,0.02841,0.95525,0.9962799999999999,0.0009582000000000001,1.0487000000000001e-09,9.290399999999999e-11,2.1903000000000002e-07,1.0305999999999999e-22,5.6667e-16,-4.2353e-22,3.0
Row49,2.4602e-05,42607.0,334.9,5.9288,0.013896,0.9771200000000001,1.0978,2.4016999999999997e-05,2.7083e-05,41662.0,46667.0,371.2,201.94,0.7878,4024500000.0,14310000.0,11.284,0.0012012000000000001,-0.0012002,0.16469,0.0044085,42773.0,410.31,170040.0,-0.0074748,201.94,-0.038855,0.053591999999999994,0.042686,0.95875,0.99695,0.00080323,3.7544e-08,2.5155e-12,2.4629e-07,7.4008000000000005e-25,-6.9281e-16,-3.131e-24,3.0
Row50,2.2778e-05,46118.0,303.44,5.3834,0.01248,0.9805,1.0815,2.2369000000000002e-05,2.4480999999999998e-05,45167.0,50108.0,405.2,205.98,0.79966,4895200000.0,16564000.0,11.450999999999999,0.0013152,-0.0013141,0.15987,0.0041253999999999996,46803.0,428.89,185780.0,-0.0082166,205.98,-0.038560000000000004,0.058773,0.044933999999999995,0.95816,0.9968899999999999,0.00078873,5.4939e-08,1.8390999999999996e-11,2.1420999999999998e-07,8.332100000000001e-22,4.5559e-15,8.925000000000001e-23,3.0
Row51,1.9536e-05,51980.0,291.61,7.5838,0.012217,0.97336,1.1102,1.9018e-05,2.1673e-05,50595.0,57731.0,121.33,118.29,0.6723399999999999,7171100000.0,21360000.0,8.6491,0.0017441,-0.0017420000000000003,0.19079000000000002,0.005848,52377.0,456.82,209300.0,-0.012661,118.29,-0.050055,0.041955,0.046492,0.9679,0.99821,0.0007112,9.777e-09,2.5061e-12,1.3935000000000001e-07,1.9831999999999999e-22,7.620000000000001e-16,-1.2944e-23,3.0
Row52,3.2715e-05,31576.0,412.76,9.5186,0.016943,0.98125,1.0802,3.2113e-05,3.5274e-05,30975.0,34154.0,92.536,297.02,0.38392,2520900000.0,9780000.0,13.675999999999998,0.0011148,-0.001114,0.14545,0.0036079000000000003,31533.0,353.63,125730.0,-0.011859999999999999,297.02,-0.03193,0.027104000000000003,0.034746,0.9506700000000001,0.9955299999999999,0.0009423999999999999,2.0245999999999998e-08,1.9774000000000002e-11,2.3761e-07,-4.5369e-21,-6.405299999999999e-15,1.7512e-23,3.0
Row53,3.3796999999999995e-05,30663.0,399.76,8.6407,0.016465,0.9797299999999999,1.0838,3.3097e-05,3.6698e-05,30064.0,33133.0,111.78,289.2,0.43604,2310600000.0,9183100.0,13.504000000000001,0.0011103,-0.0011094000000000002,0.1465,0.0037106,30487.0,347.48,121490.0,-0.010927,289.2,-0.032649,0.032438,0.036662,0.95124,0.99565,0.00095545,2.6164000000000002e-08,3.8702e-13,1.9973e-07,3.2145e-21,4.5595e-15,-1.7506e-22,3.0
Row54,3.0905e-05,33153.0,362.32,9.2098,0.015165999999999999,0.97367,1.1082,3.0075e-05,3.4312e-05,32305.0,36643.0,91.89,213.05,0.46331999999999995,2814900000.0,10537000.0,11.495,0.0013186,-0.0013174,0.16752999999999998,0.0046823,32953.0,361.98,131620.0,-0.012791,213.05,-0.037658,0.029385,0.037843,0.9580700000000001,0.9967799999999999,0.00096568,1.2102e-07,2.3294e-12,1.2031e-07,-5.4055e-23,3.6072e-15,3.4783999999999996e-23,3.0
Row55,2.4683e-05,43984.0,524.92,7.0233,0.02166,0.97925,1.085,2.4171999999999998e-05,2.6763e-05,43060.0,47786.0,647.36,359.8,0.78256,3869000000.0,14171000.0,15.02,0.00075396,-0.00075356,0.13828,0.0046619999999999995,43602.0,413.43,173880.0,-0.0056583,359.8,-0.029212000000000002,0.047039,0.034433,0.94624,0.9946,0.00082061,2.1336e-10,1.3004000000000002e-11,1.7352e-07,-3.0972000000000003e-22,-1.9885e-16,2.2581e-22,3.0
Row56,2.5171e-05,42536.0,590.3,8.0474,0.024072,0.9837600000000001,1.0686,2.4756999999999997e-05,2.6938000000000002e-05,41852.0,45394.0,519.97,331.28,0.75848,3720700000.0,13593000.0,14.408,0.00069386,-0.00069353,0.13757,0.0029424,41989.0,406.78,167880.0,-0.0060036,331.28,-0.030769,0.039106999999999996,0.032185000000000005,0.94826,0.99503,0.00082389,2.5461e-09,2.4663e-12,1.8148e-07,-1.9863999999999998e-22,-3.6387999999999996e-16,-1.4916e-23,3.0
Row57,2.938e-05,38170.0,448.92,5.2787,0.018486000000000002,0.98009,1.082,2.8797e-05,3.1748e-05,37346.0,41620.0,872.23,311.19,0.84926,2623600000.0,10804000.0,13.777000000000001,0.00082236,-0.0008219,0.14924,0.0049478000000000005,37369.0,382.32,149970.0,-0.0049512,311.19,-0.032054,0.061784000000000006,0.037236,0.95045,0.9953200000000001,0.00091757,3.2566e-08,1.9746999999999997e-11,2.9159000000000003e-07,-4.6691e-21,4.4641999999999995e-15,-1.375e-22,3.0
Row58,3.6453000000000005e-05,28454.0,394.25,8.8003,0.015938,0.9871200000000001,1.0515,3.5971e-05,3.8382e-05,28098.0,29878.0,92.446,303.04,0.37937,2038600000.0,8357200.0,13.935,0.0011251,-0.0011242000000000001,0.1348,0.0038759999999999997,28569.0,335.85,113480.0,-0.011764,303.04,-0.032187,0.030076,0.035994,0.9497399999999999,0.99544,0.00099041,1.0662e-08,1.8058e-11,3.0045e-07,6.1533e-23,4.874e-15,-6.135399999999999e-23,3.0
Row59,4.0397e-05,26916.0,594.15,10.057,0.024053,0.9865299999999999,1.0557,3.9828e-05,4.2736000000000006e-05,26575.0,28331.0,296.82,362.65,0.6208100000000001,1588100000.0,7136700.0,15.137,0.00073955,-0.00073918,0.13008,0.0029536,26751.0,323.94,106490.0,-0.008474299999999999,362.65,-0.029230000000000003,0.027913,0.030693,0.9458200000000001,0.99456,0.0010373,3.0404000000000004e-09,5.2114e-12,2.9971e-07,-3.4770999999999997e-22,6.115499999999999e-16,5.0718e-22,3.0
Row60,3.4989e-05,29695.0,574.72,12.186,0.02376,0.9786,1.0893,3.4246e-05,3.8095e-05,29067.0,32311.0,110.64,309.48,0.41700000000000004,2171000000.0,8760900.0,13.793,0.0008933999999999999,-0.0008927999999999999,0.15088,0.0042283,29496.0,342.2,117860.0,-0.010594,309.48,-0.032054,0.023033,0.030754000000000004,0.95037,0.99535,0.00097351,1.0639e-08,5.8044e-12,1.9597e-07,-4.4637e-22,-2.9253e-15,-5.7004e-23,3.0
Row61,3.091e-05,35174.0,160.98,2.9082,0.006699200000000001,0.97567,1.0973,3.0124e-05,3.4056e-05,34369.0,38392.0,553.38,275.69,0.8053899999999999,2496400000.0,10223000.0,12.624,0.0021303,-0.0021275,0.16243,0.0062992,35865.0,372.27,141070.0,-0.007797,275.69,-0.036044,0.10764000000000001,0.060369000000000006,0.9544600000000001,0.99587,0.00087962,2.2606e-08,9.5115e-12,1.3877000000000002e-07,1.0847e-20,1.1957e-14,-1.3844000000000002e-21,3.0
Row62,3.2936e-05,33811.0,126.44,2.5668,0.0051855,0.98154,1.0738,3.2322e-05,3.5393000000000005e-05,33188.0,36302.0,638.91,329.96,0.80699,2264700000.0,9614900.0,14.062999999999999,0.0026435,-0.0026394,0.14662,0.008368200000000001,35014.0,365.22,136250.0,-0.0076908,329.96,-0.033648000000000004,0.11778,0.066879,0.94958,0.99505,0.00093609,1.1116e-07,2.5043e-11,1.032e-07,1.4295e-20,3.1752e-14,-3.2963999999999997e-22,3.0
Row63,3.2878e-05,35951.0,1117.6,11.662,0.046543,0.97555,1.1063,3.2041999999999996e-05,3.6543e-05,35108.0,39591.0,1236.2,237.4,0.9125700000000001,2199500000.0,9714400.0,12.034,0.00045312,-0.00045297,0.16338,0.0019007000000000002,35723.0,370.07,142140.0,-0.004964100000000001,237.4,-0.036042000000000005,0.035989,0.026655,0.95629,0.9964200000000001,0.00090141,5.8864e-10,2.4883e-12,1.9848e-07,8.8773e-24,-1.7860999999999998e-17,6.9417e-24,3.0
Row64,4.0419e-05,29086.0,1656.5,17.451,0.068574,0.97806,1.0916,3.9505e-05,4.4257e-05,28451.0,31722.0,1025.6,220.57,0.9029299999999999,1416300000.0,6993900.0,11.557,0.00039265,-0.00039254,0.16247999999999999,0.0017143,28948.0,333.32,115430.0,-0.0047065,220.57,-0.038021,0.028801,0.024155000000000003,0.9579200000000001,0.9966700000000001,0.0010012,2.4222e-08,2.0069e-12,2.1245999999999998e-07,-1.426e-24,1.89e-16,3.4700000000000003e-25,3.0
Row65,3.453e-05,33802.0,1452.7,14.478,0.059785000000000005,0.98019,1.0836,3.3876e-05,3.7285e-05,33108.0,36753.0,991.0,274.2,0.87866,2083800000.0,9207400.0,12.960999999999999,0.00036944,-0.00036934,0.15,0.0018122,34047.0,362.73,135810.0,-0.0043841999999999996,274.2,-0.033942,0.028643000000000002,0.023540000000000002,0.95315,0.99587,0.00088729,2.9308999999999998e-08,3.4082e-13,1.5528e-07,-3.5888e-26,5.4766000000000006e-17,-5.5754e-26,3.0
Row66,3.1666e-05,34234.0,1362.7,20.357,0.055635000000000004,0.9832799999999999,1.0712,3.1151999999999996e-05,3.3828e-05,33661.0,36733.0,311.98,552.53,0.53045,2689400000.0,10490000.0,18.023,0.00042634,-0.00042621,0.12568,0.0017828,34143.0,366.76,136320.0,-0.007601100000000001,552.53,-0.024881999999999998,0.014472,0.020873,0.93689,0.99182,0.00094447,5.2722e-08,1.033e-10,1.6338e-07,-3.5477e-22,-2.744e-15,5.675199999999999e-22,3.0
Row67,3.103e-05,34760.0,1832.7,24.357,0.073818,0.98845,1.0468,3.066e-05,3.2526999999999995e-05,34372.0,36336.0,236.14,721.99,0.39546,2811200000.0,10800000.0,20.724,0.00032474,-0.00032466,0.10999,0.0013468,34822.0,370.11,138660.0,-0.0071402,721.99,-0.021835,0.011804,0.017657,0.92842,0.98939,0.00088682,1.7537e-08,3.0723000000000005e-11,1.8140999999999998e-07,4.9941e-23,-1.8305e-16,2.4555999999999997e-23,3.0
Row68,4.2165e-05,26972.0,1034.2,12.404000000000002,0.041963,0.9856,1.0587,4.158e-05,4.4553e-05,26572.0,28600.0,503.78,558.15,0.6439,1423500000.0,6717600.0,18.331,0.00043579,-0.00043566,0.12005,0.001907,26997.0,322.85,106810.0,-0.0056700000000000006,558.15,-0.024472,0.025582,0.024479,0.93578,0.9917299999999999,0.0010423,6.7822e-08,1.6980999999999998e-11,2.6043e-07,5.0888e-22,2.4890999999999998e-15,-1.0447e-22,3.0
Row69,4.1511e-05,26842.0,657.88,9.0736,0.027051,0.98062,1.0823,4.0704e-05,4.491e-05,26335.0,29013.0,565.42,252.45,0.8177,1337600000.0,6473000.0,12.427999999999999,0.00068195,-0.00068164,0.1527,0.0025974,26454.0,321.6,105940.0,-0.0062673,252.45,-0.035694,0.038839,0.031902,0.95494,0.9962,0.001051,3.8972e-08,2.5986e-12,2.0476e-07,-8.815999999999999e-23,-2.2583e-15,6.7414e-23,3.0
Row70,4.0416e-05,27037.0,875.0,11.902000000000001,0.036025,0.9800399999999999,1.0871,3.9619e-05,4.3923999999999995e-05,26488.0,29427.0,429.11,269.86,0.76159,1447800000.0,6792100.0,12.806,0.00055058,-0.00055038,0.15522,0.0022093000000000004,27051.0,324.42,107240.0,-0.0063222,269.86,-0.034213,0.029658999999999998,0.027666000000000003,0.9537,0.9959399999999999,0.0010187000000000002,2.1186e-08,3.1364e-12,1.9317e-07,1.3363e-22,1.6364000000000001e-15,5.8224e-23,3.0
Row71,3.294e-05,31706.0,784.61,14.879000000000001,0.032266,0.98055,1.0819,3.2315e-05,3.5566e-05,31085.0,34321.0,188.58,265.26,0.5871,2363400000.0,9452300.0,12.788,0.00071897,-0.00071861,0.15106,0.0027890000000000002,31574.0,353.62,126080.0,-0.0090789,265.26,-0.034455,0.021069,0.027881,0.9537100000000001,0.9960100000000001,0.00095304,2.3920999999999996e-09,8.2996e-11,2.1204e-07,-8.857100000000001e-24,-4.7115e-17,3.8107e-22,3.0
Row72,4.7528e-05,22536.0,845.76,15.28,0.0346,0.9824700000000001,1.0739,4.6711e-05,5.0963999999999995e-05,22140.0,24207.0,188.72,344.94,0.52262,1132900000.0,5492500.0,14.627,0.00066075,-0.00066043,0.13938,0.0031829000000000002,22478.0,297.06,89351.0,-0.0086847,344.94,-0.030059,0.020447999999999997,0.026795,0.94757,0.99482,0.0011422000000000001,5.5319e-08,2.3148000000000004e-11,4.791300000000001e-07,8.589e-22,-4.9093e-15,-4.383800000000001e-22,3.0
Row73,4.9405e-05,22237.0,1089.8,17.262,0.044404,0.9841200000000001,1.0645,4.8641000000000004e-05,5.2508e-05,21878.0,23695.0,300.88,330.63,0.64548,1025800000.0,5203100.0,14.369000000000002,0.00052888,-0.00052869,0.1382,0.0020298,22072.0,294.33,88171.0,-0.007489699999999999,330.63,-0.030779,0.019443000000000002,0.024475999999999998,0.9484,0.9950399999999999,0.0012050000000000001,4.6512e-08,4.675199999999999e-11,4.6768e-07,-8.3989e-21,-9.971799999999998e-15,4.107e-21,3.0
Row74,4.7492e-05,22314.0,566.37,11.707,0.023486,0.97736,1.0972,4.6413000000000004e-05,5.206e-05,21818.0,24472.0,135.34,324.13,0.45508000000000004,1151000000.0,5526600.0,14.057,0.00088664,-0.00088607,0.14669000000000001,0.0047129,22174.0,295.77,88349.0,-0.010173,324.13,-0.031505,0.024825999999999997,0.031538,0.94952,0.9951399999999999,0.0011555,6.716300000000001e-09,1.8166e-11,3.235e-07,-9.8059e-22,-8.4584e-16,-3.6336e-22,3.0
Row75,2.4005e-05,43959.0,964.5,15.29,0.039375,0.98335,1.0705,2.3619000000000002e-05,2.5619e-05,43217.0,47158.0,343.02,348.83,0.6631100000000001,4471900000.0,15344000.0,14.555,0.00057078,-0.00057055,0.13965,0.0020279,43707.0,416.14,174900.0,-0.007726899999999999,348.83,-0.030371,0.021481999999999998,0.026043,0.94789,0.99477,0.00081263,5.3825e-08,2.8265e-12,1.6397000000000003e-07,2.5037e-23,8.9263e-17,1.3075e-23,3.0
Row76,2.5546999999999998e-05,42715.0,995.98,15.037,0.040791,0.98206,1.0759999999999998,2.5116999999999997e-05,2.7361999999999997e-05,41911.0,46127.0,545.34,405.67,0.7291300000000001,4043400000.0,14417000.0,15.565999999999999,0.00056527,-0.00056502,0.13374,0.0034188,42809.0,409.51,170290.0,-0.0071013000000000005,405.67,-0.02877,0.02289,0.026477999999999998,0.9446399999999999,0.9939600000000001,0.00081021,4.4404000000000005e-08,1.2512e-11,1.5448e-07,-1.3439e-23,6.6002e-16,7.447000000000001e-24,3.0
Row77,2.9083000000000003e-05,39729.0,620.9,7.7308,0.025361,0.98298,1.0776,2.8683000000000003e-05,3.0859000000000004e-05,38938.0,43428.0,894.28,567.28,0.75953,3260300000.0,12564000.0,18.17,0.00066744,-0.0006671,0.12788,0.0039793,40406.0,395.23,160360.0,-0.0057407,567.28,-0.024861,0.041152,0.032057,0.9365,0.99161,0.0008514,1.0017999999999999e-07,2.2469999999999998e-11,2.3199999999999999e-07,4.7644e-23,-3.825e-15,2.3073e-22,3.0
